1.7330342580e+03	2.1079005344e+03	1.5780320386e+03	1.5490189078e+03	1.3221851213e+03	1.7361689708e+03	2.0006818860e+03	2.0808704091e+03	1.8353002197e+03	1.6982802871e+03	1.9719548596e+03	1.1301118770e+03	1.8468102575e+03	1.7928377495e+03	1.7167401942e+03	2.1163342170e+03	2.0929469829e+03	2.2011456666e+03	1.2901830882e+03	1.8074471447e+03	9.2543824112e+02	4.9698003086e+02	1.5246935041e+03	1.2756691574e+03	1.5305997959e+03	1.4562859297e+03	1.3299527922e+03	1.8000279511e+03	1.8023294161e+03	1.5263854233e+03
1.4309212476e+03	1.8219965567e+03	1.0894728808e+03	8.8418806489e+02	1.0086929352e+03	1.5817256529e+03	1.5178350636e+03	1.7793920110e+03	1.8353002197e+03	1.3931902281e+03	1.8471041551e+03	1.1301118770e+03	1.7701620686e+03	1.4557246377e+03	1.7167401942e+03	1.7064015621e+03	1.3845139602e+03	1.7330226730e+03	1.2898504475e+03	1.4777546967e+03	6.3650282951e+02	4.3153944607e+02	6.5753725637e+02	1.1617847175e+03	1.3680725474e+03	1.4562859297e+03	1.3299527922e+03	1.2078013735e+03	1.6244889794e+03	1.5263854233e+03
8.6590176949e+02	1.2869988977e+03	6.0292990454e+02	3.5033437232e+02	6.4579838203e+02	9.5276491271e+02	5.0340749481e+02	1.0759514462e+03	1.3508302801e+03	9.0155642689e+02	9.3409549531e+02	7.0789208716e+02	1.3803552056e+03	9.1317987688e+02	1.1551929932e+03	1.2091680824e+03	1.0064692896e+03	1.1689132770e+03	8.3146647948e+02	9.3302275558e+02	2.5360225313e+02	1.6830167261e+02	2.8247080015e+02	9.1112373666e+02	2.8756015894e+02	1.4562859297e+03	1.3299527922e+03	3.3504591901e+02	1.2121184036e+03	8.5553205101e+02
6.3623651680e+02	6.7858713123e+02	5.6097259783e+02	1.5167413174e+02	6.0026429380e+02	6.6969829383e+02	1.6957935545e+02	1.7976453376e+02	6.9343056775e+02	6.3478556864e+02	2.1659916390e+02	2.0842268340e+02	2.6131145295e+02	7.1319225195e+02	6.5571366999e+02	6.5199465993e+02	7.1300292091e+02	6.1523272186e+02	5.8219593979e+02	7.0644031405e+02	1.6360986900e+02	1.5405129182e+02	1.6886296526e+02	6.5192530693e+02	1.6584635454e+02	9.0463867253e+02	6.0191668337e+02	1.8538677605e+02	7.5780573411e+02	6.8918389514e+02
6.3623651680e+02	6.3914209256e+02	5.6097259783e+02	1.5167413174e+02	6.0006996641e+02	6.2225967225e+02	1.5658652196e+02	1.5747338816e+02	5.5499549547e+02	6.3478556864e+02	1.6425659043e+02	1.6954163156e+02	1.5562648967e+02	6.7825022884e+02	6.2732418894e+02	5.9615159243e+02	6.9992033753e+02	5.4999707523e+02	5.7049732058e+02	6.9660883561e+02	1.5530902849e+02	1.5405129182e+02	1.5840471506e+02	6.4218950446e+02	1.6584635454e+02	7.4209686531e+02	1.8391270886e+02	1.6568800825e+02	6.3381254196e+02	6.8918389514e+02
6.3623651680e+02	4.6370456315e+02	5.6097259783e+02	1.5167413174e+02	6.0006996641e+02	5.3443299881e+02	1.5658652196e+02	1.5747338816e+02	5.5499549547e+02	6.3478556864e+02	1.6425659043e+02	1.5109237594e+02	1.5562648967e+02	6.7825022884e+02	6.2732418894e+02	5.9615159243e+02	5.2621338043e+02	5.4999707523e+02	5.7049732058e+02	6.9660883561e+02	1.5250007446e+02	1.5405129182e+02	1.4938744946e+02	6.4218950446e+02	1.6584635454e+02	6.4124385197e+02	1.5893751215e+02	1.5178576183e+02	5.0658178773e+02	6.3483223577e+02
6.3623651680e+02	4.6370456315e+02	4.3650591619e+02	1.4189745867e+02	6.0006996641e+02	5.1093967387e+02	1.3430664187e+02	1.4901352395e+02	5.5499549547e+02	4.9532684300e+02	1.5361354349e+02	1.5109237594e+02	1.5562648967e+02	6.7825022884e+02	6.2732418894e+02	5.9615159243e+02	5.0650350328e+02	5.3860230149e+02	5.7049732058e+02	5.3316886116e+02	1.5250007446e+02	1.4447458442e+02	1.4938744946e+02	6.4094341101e+02	1.3554071424e+02	5.3694072315e+02	1.5255880826e+02	1.4575268053e+02	5.0658178773e+02	5.2216286659e+02
6.3623651680e+02	4.6370456315e+02	4.3650591619e+02	1.0146417445e+02	5.4630947369e+02	4.6570928429e+02	1.3258694961e+02	1.3457569805e+02	5.2706775387e+02	4.2126715968e+02	1.5361354349e+02	1.4779650653e+02	1.5548092927e+02	5.8049364356e+02	5.9892377048e+02	5.2420240033e+02	4.7392421367e+02	5.0663369951e+02	5.7049732058e+02	5.3316886116e+02	1.4006960805e+02	1.2721741289e+02	1.2146887165e+02	5.3011103332e+02	1.1090953110e+02	5.1107952229e+02	1.4980336136e+02	1.4426275983e+02	5.0658178773e+02	4.3698814216e+02
4.4678471211e+02	4.6370456315e+02	4.3650591619e+02	9.6675355168e+01	5.0206782585e+02	4.5160751068e+02	9.2871444124e+01	1.3342865791e+02	5.2706775387e+02	4.2126715968e+02	1.4997398878e+02	1.2910236622e+02	1.1784053871e+02	4.5058036403e+02	4.6283924330e+02	4.4923858875e+02	4.4745595986e+02	4.3424865682e+02	4.5105853899e+02	4.6210670749e+02	1.2222052079e+02	1.2525410597e+02	1.1016335320e+02	5.0752319404e+02	1.1054551204e+02	4.4328367804e+02	1.4952763093e+02	1.1818651150e+02	5.0658178773e+02	4.3698814216e+02
4.0398845266e+02	3.6907007282e+02	4.1672943335e+02	8.4316032519e+01	4.7536951237e+02	4.5160751068e+02	5.6206238706e+01	8.4756260663e+01	4.4141317161e+02	4.2126715968e+02	9.9282837133e+01	8.5486027276e+01	1.1262070324e+02	4.0686937469e+02	4.2666070060e+02	4.1268356378e+02	4.3414513602e+02	4.1004005435e+02	4.2537310352e+02	3.8488298986e+02	1.2018547037e+02	6.9275670066e+01	8.7275567549e+01	4.3448440819e+02	7.1292224251e+01	4.3076826263e+02	1.0518911238e+02	9.5364286161e+01	4.5855813313e+02	4.3698814216e+02
